"BorderStyle","BorderThickness","ChEBI","Color","Ensembl","FillColor","GraphID","Height","IsGPMLShape","LabelFont","LabelSize","name","selected","Shape","shared name","Transparent","Type","Width","XrefDatasource","XrefId"
,"1.0",,"#000000","ENSG00000094631","#ffffff","e5d83","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000186868","#ffffff","e24d3","25.0",,"Arial","13.0","MAPT
","false","Rectangle","MAPT
","false","GeneProduct","90.0","Ensembl","ENSG00000186868"
,"1.0",,"#000000","ENSG00000134982","#ffffff","b8e73","25.0",,"Arial","13.0","APC","false","Rectangle","APC","false","GeneProduct","90.0","Ensembl","ENSG00000134982"
,"1.0",,"#000000","ENSG00000117399","#ffffff","cdd56","25.0",,"Arial","13.0","CDC20

","false","Rectangle","CDC20

","false","GeneProduct","90.0","Ensembl","ENSG00000117399"
,"1.0",,"#000000","ENSG00000163517","#ffffff","f09b2","25.0",,"Arial","13.0","HDAC11
","false","Rectangle","HDAC11
","false","GeneProduct","90.0","Ensembl","ENSG00000163517"
,"1.0",,"#000000","ENSG00000080824","#ffffff","f205d","25.0",,"Arial","13.0","HSP90AA1","false","Rectangle","HSP90AA1","false","GeneProduct","90.0","Ensembl","ENSG00000080824"
,"1.0",,"#000000","ENSG00000172531","#ffffff","b9570","25.0",,"Arial","13.0","PPP1CA","false","Rectangle","PPP1CA","false","GeneProduct","90.0","Ensembl","ENSG00000172531"
,"1.0",,"#000000","ENSG00000185122","#ffffff","c2ae6","25.0",,"Arial","13.0","HSF1
","false","Rectangle","HSF1
","false","GeneProduct","90.0","Ensembl","ENSG00000185122"
,"1.0",,"#000000","ENSG00000094631","#ffffff","f48bb","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000094631","#ffffff","bd523","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000094631","#ffffff","ec087","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000134086","#ffffff","af77a","25.0",,"Arial","13.0","VHL","false","Rectangle","VHL","false","GeneProduct","90.0","Ensembl","ENSG00000134086"
,"1.0",,"#000000","ENSG00000168036","#ffffff","cb289","25.0",,"Arial","13.0","CTNNB1

","false","Rectangle","CTNNB1

","false","GeneProduct","90.0","Ensembl","ENSG00000168036"
,"1.0",,"#000000","ENSG00000109971","#ffffff","eb7c0","25.0",,"Arial","13.0","HSPA8","false","Rectangle","HSPA8","false","GeneProduct","90.0","Ensembl","ENSG00000109971"
,"1.0",,"#000000","ENSG00000007062","#ffffff","e8a0c","25.0",,"Arial","13.0","PROM1
","false","Rectangle","PROM1
","false","GeneProduct","90.0","Ensembl","ENSG00000007062"
,"1.0",,"#000000","ENSG00000160145","#ffffff","e8751","25.0",,"Arial","13.0","KALRN","false","Rectangle","KALRN","false","GeneProduct","90.0","Ensembl","ENSG00000160145"
,"1.0",,"#000000","ENSG00000094631","#ffffff","ae983","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000070061","#ffffff","a8ee2","25.0",,"Arial","13.0","ELP1","false","Rectangle","ELP1","false","GeneProduct","90.0","Ensembl","ENSG00000070061"
,"1.0",,"#000000","ENSG00000094631","#ffffff","a5b8b","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000170606","#ffffff","bf1fe","25.0",,"Arial","13.0","HSPA4","false","Rectangle","HSPA4","false","Protein","90.0","Ensembl","ENSG00000170606"
,"1.0",,"#000000","ENSG00000094631","#ffffff","a3867","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000107643","#ffffff","c33e5","25.0",,"Arial","13.0","MAPK8
","false","Rectangle","MAPK8
","false","GeneProduct","90.0","Ensembl","ENSG00000107643"
,"1.0",,"#000000","ENSG00000067606","#ffffff","aa957","25.0",,"Arial","13.0","PRKCZ
","false","Rectangle","PRKCZ
","false","GeneProduct","90.0","Ensembl","ENSG00000067606"
,"1.0",,"#000000","ENSG00000094631","#ffffff","c3834","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000094631","#ffffff","e088f","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000183495","#ffffff","f4441","25.0",,"Arial","13.0","EP400","false","Rectangle","EP400","false","GeneProduct","90.0","Ensembl","ENSG00000183495"
,"1.0",,"#000000","ENSG00000094631","#ffffff","e8c83","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000185345","#ffffff","f4290","25.0",,"Arial","13.0","PRKN

","false","Rectangle","PRKN

","false","GeneProduct","90.0","Ensembl","ENSG00000185345"
,"1.0",,"#000000","ENSG00000172977","#ffffff","d7ea1","25.0",,"Arial","13.0","KAT5
","false","Rectangle","KAT5
","false","GeneProduct","90.0","Ensembl","ENSG00000172977"
,"1.0",,"#000000","ENSG00000094631","#ffffff","b09eb","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000080824","#ffffff","e9520","25.0",,"Arial","13.0","HSP90AA1","false","Rectangle","HSP90AA1","false","GeneProduct","90.0","Ensembl","ENSG00000080824"
,"1.0",,"#000000","ENSG00000127824","#ffffff","e704c","25.0",,"Arial","13.0","TUBA4A","false","Rectangle","TUBA4A","false","GeneProduct","90.0","Ensembl","ENSG00000127824"
,"1.0",,"#000000","ENSG00000185122","#ffffff","dd596","25.0",,"Arial","13.0","HSF1
","false","Rectangle","HSF1
","false","GeneProduct","90.0","Ensembl","ENSG00000185122"
,"1.0",,"#000000","ENSG00000094631","#ffffff","f07f7","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000134982","#ffffff","ef5cb","25.0",,"Arial","13.0","APC","false","Rectangle","APC","false","GeneProduct","90.0","Ensembl","ENSG00000134982"
,"1.0",,"#000000","ENSG00000165280","#ffffff","a09d6","25.0",,"Arial","13.0","VCP","false","Rectangle","VCP","false","GeneProduct","90.0","Ensembl","ENSG00000165280"
,"1.0",,"#000000","ENSG00000117399","#ffffff","fbd65","25.0",,"Arial","13.0","CDC20

","false","Rectangle","CDC20

","false","GeneProduct","90.0","Ensembl","ENSG00000117399"
,"1.0",,"#000000","ENSG00000094631","#ffffff","f5531","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000068903","#ffffff","b6b1d","25.0",,"Arial","13.0","SIRT2
","false","Rectangle","SIRT2
","false","GeneProduct","90.0","Ensembl","ENSG00000068903"
,"1.0",,"#000000","ENSG00000094631","#ffffff","bf825","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#666666","ENSG00000094631","#ffffff","ca6be","25.0",,"Arial Bold","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000094631","#ffffff","a8f4c","25.0",,"Arial","13.0","HDAC6","false","Rectangle","HDAC6","false","GeneProduct","90.0","Ensembl","ENSG00000094631"
,"1.0",,"#000000","ENSG00000170606","#ffffff","abca0","25.0",,"Arial","13.0","HSPA4","false","Rectangle","HSPA4","false","Protein","90.0","Ensembl","ENSG00000170606"
